x z
-3.995 26.767
-3.636 25.961
-3.327 25.180
-3.064 24.425
-2.845 23.695
-2.665 22.989
-2.522 22.308
-2.413 21.651
-2.334 21.017
-2.284 20.407
-2.261 19.819
-2.262 19.256
-2.287 18.716
-2.334 18.200
-2.404 17.710
-2.495 17.245
-2.607 16.807
-2.742 16.397
-2.899 16.018
-3.080 15.672
-3.285 15.363
-3.517 15.093
-3.777 14.868
-4.067 14.693
-4.388 14.575
-4.743 14.522
-5.134 14.543
-5.564 14.649
-6.032 14.852
-6.542 15.167
-7.093 15.608
-7.685 16.192
-8.316 16.935
-8.981 17.851
-9.675 18.954
-10.387 20.249
-11.105 21.736
-11.813 23.402
-12.489 25.220
-13.112 27.147
-13.653 29.124
-14.089 31.077
-14.392 32.922
-14.543 34.577
-14.527 35.964
-14.338 37.027
-13.979 37.731
-13.462 38.073
-12.810 38.070
-12.047 37.765
-11.204 37.209
-10.312 36.460
-9.398 35.574
-8.489 34.598
-7.606 33.574
-6.764 32.531
-5.976 31.491
-5.249 30.470
-4.587 29.475
-3.992 28.513
-3.462 27.584
-2.995 26.690
-2.586 25.829
-2.233 25.000
-1.929 24.202
-1.670 23.432
-1.451 22.689
-1.267 21.971
-1.115 21.278
-0.990 20.608
-0.889 19.960
-0.809 19.334
-0.747 18.727
-0.702 18.140
-0.670 17.572
-0.651 17.023
-0.642 16.491
-0.645 15.977
-0.656 15.479
-0.676 14.998
-0.705 14.534
-0.742 14.085
-0.787 13.651
-0.841 13.234
-0.904 12.831
-0.976 12.444
-1.059 12.073
-1.153 11.717
-1.259 11.378
-1.379 11.056
-1.513 10.751
-1.664 10.466
-1.834 10.202
-2.024 9.961
-2.238 9.746
-2.477 9.560
-2.745 9.408
-3.045 9.296
-3.381 9.232
-3.757 9.223
-4.176 9.283
-4.644 9.423
-5.164 9.661
-5.741 10.017
-6.377 10.515
-7.077 11.182
-7.842 12.049
-8.670 13.147
-9.557 14.510
-10.494 16.166
-11.469 18.136
-12.459 20.423
-13.435 23.006
-14.362 25.834
-15.196 28.817
-15.887 31.826
-16.389 34.704
-16.659 37.281
-16.664 39.402
-16.392 40.952
-15.845 41.871
-15.051 42.168
-14.048 41.909
-12.887 41.197
-11.624 40.153
-10.312 38.894
-8.997 37.521
-7.716 36.112
-6.499 34.720
-5.364 33.380
-4.324 32.110
-3.382 30.917
-2.538 29.801
-1.789 28.759
-1.129 27.784
-0.548 26.869
-0.040 26.010
0.406 25.199
0.798 24.434
1.144 23.708
1.452 23.021
1.730 22.370
1.985 21.753
2.222 21.169
2.448 20.619
2.666 20.102
2.883 19.619
3.101 19.171
3.326 18.761
3.559 18.389
3.805 18.059
4.067 17.775
4.347 17.540
4.648 17.360
4.972 17.240
5.322 17.187
5.698 17.208
6.104 17.313
6.539 17.511
7.004 17.811
7.498 18.224
8.020 18.760
8.567 19.427
9.133 20.234
9.712 21.183
10.295 22.272
10.871 23.495
11.427 24.834
11.947 26.265
12.414 27.752
12.811 29.251
13.119 30.711
13.323 32.076
13.411 33.294
13.374 34.318
13.210 35.112
12.922 35.654
12.519 35.941
12.016 35.980
11.429 35.795
10.780 35.416
10.090 34.878
9.377 34.216
8.662 33.465
7.960 32.652
7.283 31.802
6.644 30.935
6.048 30.063
5.501 29.199
5.005 28.349
4.561 27.517
4.169 26.707
3.827 25.919
3.533 25.156
3.284 24.417
3.077 23.703
2.910 23.013
2.778 22.347
2.681 21.705
2.615 21.086
2.578 20.492
2.568 19.922
2.583 19.377
2.624 18.857
2.688 18.364
2.776 17.897
2.887 17.459
3.022 17.051
3.180 16.676
3.364 16.336
3.573 16.035
3.809 15.777
4.074 15.566
4.368 15.409
4.695 15.312
5.056 15.283
5.452 15.333
5.885 15.471
6.355 15.709
6.865 16.062
7.412 16.543
7.997 17.166
8.615 17.946
9.261 18.894
9.929 20.017
10.607 21.318
11.282 22.789
11.937 24.413
12.551 26.157
13.104 27.977
13.570 29.811
13.927 31.590
14.153 33.240
14.232 34.686
14.154 35.867
13.917 36.740
13.527 37.283
12.998 37.499
12.351 37.411
11.611 37.057
10.806 36.487
9.962 35.750
9.106 34.894
8.258 33.961
7.438 32.986
6.659 31.993
5.931 31.002
5.262 30.027
4.653 29.074
4.107 28.150
3.622 27.255
3.195 26.390
2.824 25.556
2.505 24.751
2.232 23.974
2.002 23.224
1.811 22.500
1.654 21.800
1.529 21.123
1.431 20.470
1.357 19.838
1.306 19.227
1.275 18.637
1.262 18.068
1.266 17.518
1.286 16.988
1.321 16.478
1.370 15.987
1.434 15.515
1.512 15.063
1.604 14.632
1.712 14.221
1.836 13.832
1.978 13.466
2.138 13.124
2.319 12.809
2.522 12.523
2.749 12.270
3.002 12.053
3.285 11.877
3.600 11.750
3.951 11.678
4.339 11.672
4.770 11.743
5.245 11.903
5.769 12.171
6.343 12.563
6.970 13.101
7.650 13.809
8.382 14.711
9.162 15.831
9.984 17.189
10.835 18.800
11.700 20.668
12.557 22.779
13.378 25.098
14.131 27.565
14.779 30.091
15.285 32.564
15.613 34.861
15.734 36.859
15.632 38.452
15.303 39.570
14.755 40.186
14.014 40.320
13.114 40.025
12.096 39.380
11.002 38.473
9.873 37.390
8.746 36.204
7.650 34.974
6.607 33.740
5.632 32.533
4.736 31.369
3.923 30.256
3.193 29.197
2.543 28.191
1.970 27.236
1.467 26.328
1.027 25.464
0.644 24.639
0.310 23.850
0.019 23.094
-0.236 22.370
-0.462 21.675
-0.662 21.007
-0.844 20.366
-1.010 19.750
-1.166 19.158
-1.315 18.591
-1.460 18.048
-1.605 17.530
-1.753 17.035
-1.906 16.566
-2.067 16.122
-2.239 15.706
-2.423 15.318
-2.623 14.960
-2.841 14.636
-3.079 14.348
-3.341 14.100
-3.628 13.898
-3.945 13.748
-4.292 13.656
-4.674 13.632
-5.093 13.686
-5.552 13.830
-6.053 14.078
-6.598 14.446
-7.187 14.952
-7.819 15.613
-8.494 16.449
-9.205 17.476
-9.947 18.708
-10.707 20.152
-11.472 21.806
-12.222 23.653
-12.933 25.659
-13.579 27.772
-14.130 29.919
-14.557 32.013
-14.832 33.957
-14.934 35.658
-14.849 37.035
-14.575 38.032
-14.118 38.624
-13.498 38.820
-12.739 38.653
-11.875 38.180
-10.940 37.466
-9.966 36.575
-8.983 35.568
-8.019 34.495
-7.093 33.394
-6.220 32.293
-5.410 31.212
-4.670 30.162
-4.001 29.148
-3.403 28.174
-2.874 27.240
-2.409 26.343
-2.004 25.483
-1.653 24.657
-1.350 23.862
-1.091 23.097
-0.869 22.360
-0.680 21.648
-0.520 20.961
-0.383 20.297
-0.267 19.656
-0.168 19.035
-0.083 18.435
-0.009 17.854
0.055 17.292
0.113 16.748
0.164 16.221
0.212 15.712
0.257 15.219
0.301 14.741
0.344 14.280
0.388 13.833
0.433 13.401
0.480 12.984
0.531 12.581
0.586 12.191
0.646 11.815
0.712 11.453
0.784 11.104
0.865 10.769
0.954 10.448
1.054 10.140
1.165 9.848
1.290 9.570
1.430 9.310
1.586 9.066
1.762 8.843
1.959 8.641
2.180 8.465
2.429 8.318
2.709 8.204
3.022 8.131
3.374 8.107
3.769 8.141
4.211 8.246
4.704 8.437
5.255 8.735
5.868 9.160
6.545 9.741
7.292 10.508
8.108 11.496
8.993 12.742
9.940 14.283
10.941 16.149
11.977 18.361
13.023 20.917
14.044 23.786
14.999 26.896
15.837 30.132
16.502 33.337
16.944 36.324
17.118 38.906
16.996 40.921
16.572 42.267
15.860 42.914
14.898 42.906
13.737 42.344
12.436 41.361
11.056 40.095
9.652 38.668
8.269 37.180
6.943 35.701
5.700 34.276
4.554 32.929
3.514 31.671
2.579 30.503
1.748 29.421
1.014 28.418
0.368 27.485
-0.198 26.615
-0.695 25.802
-1.131 25.038
-1.516 24.321
-1.859 23.646
-2.168 23.011
-2.451 22.414
-2.714 21.854
-2.964 21.330
-3.205 20.844
-3.443 20.396
-3.682 19.988
-3.927 19.621
-4.180 19.298
-4.446 19.023
-4.727 18.799
-5.025 18.631
-5.343 18.524
-5.683 18.484
-6.047 18.518
-6.434 18.633
-6.846 18.836
-7.283 19.136
-7.743 19.540
-8.223 20.056
-8.722 20.687
-9.232 21.439
-9.749 22.311
-10.262 23.297
-10.764 24.388
-11.240 25.567
-11.679 26.810
-12.067 28.085
-12.389 29.355
-12.631 30.579
-12.782 31.714
-12.833 32.719
-12.779 33.560
-12.619 34.209
-12.356 34.652
-11.999 34.886
-11.558 34.916
-11.049 34.760
-10.488 34.441
-9.890 33.984
-9.274 33.417
-8.654 32.767
-8.043 32.056
-7.453 31.306
-6.893 30.532
-6.369 29.747
-5.887 28.962
-5.448 28.185
-5.055 27.419
-4.708 26.670
-4.405 25.939
-4.147 25.229
-3.930 24.541
-3.753 23.875
-3.614 23.233
-3.510 22.614
-3.440 22.021
-3.402 21.452
-3.394 20.910
-3.415 20.395
-3.464 19.909
-3.540 19.453
-3.642 19.029
-3.771 18.639
-3.927 18.286
-4.110 17.973
-4.320 17.704
-4.559 17.483
-4.826 17.316
-5.124 17.209
-5.453 17.168
-5.813 17.202
-6.206 17.319
-6.631 17.528
-7.088 17.841
-7.576 18.266
-8.093 18.815
-8.635 19.495
-9.198 20.314
-9.773 21.274
-10.352 22.375
-10.924 23.607
-11.475 24.953
-11.989 26.387
-12.448 27.874
-12.836 29.368
-13.135 30.819
-13.328 32.171
-13.405 33.371
-13.357 34.375
-13.183 35.147
-12.885 35.668
-12.475 35.933
-11.965 35.953
-11.374 35.752
-10.722 35.360
-10.031 34.813
-9.319 34.144
-8.606 33.389
-7.907 32.574
-7.234 31.724
-6.599 30.857
-6.008 29.988
-5.466 29.126
-4.976 28.278
-4.537 27.449
-4.150 26.641
-3.812 25.857
-3.522 25.097
-3.278 24.361
-3.075 23.649
-2.911 22.962
-2.783 22.298
-2.688 21.659
-2.625 21.043
-2.591 20.452
-2.584 19.885
-2.602 19.343
-2.645 18.826
-2.712 18.335
-2.803 17.872
-2.917 17.438
-3.054 17.034
-3.216 16.664
-3.402 16.329
-3.615 16.033
-3.855 15.781
-4.123 15.577
-4.422 15.428
-4.753 15.340
-5.118 15.322
-5.519 15.383
-5.956 15.535
-6.432 15.789
-6.946 16.158
-7.498 16.658
-8.086 17.302
-8.707 18.103
-9.356 19.074
-10.024 20.219
-10.700 21.542
-11.371 23.032
-12.020 24.670
-12.625 26.422
-13.165 28.241
-13.615 30.065
-13.953 31.824
-14.158 33.442
-14.215 34.849
-14.114 35.984
-13.856 36.809
-13.446 37.303
-12.901 37.475
-12.242 37.348
-11.494 36.963
-10.685 36.369
-9.841 35.616
-8.987 34.750
-8.145 33.812
-7.332 32.835
-6.562 31.845
-5.844 30.858
-5.185 29.887
-4.586 28.940
-4.050 28.020
-3.575 27.131
-3.157 26.272
-2.794 25.442
-2.482 24.642
-2.217 23.870
-1.993 23.124
-1.808 22.404
-1.656 21.708
-1.536 21.035
-1.442 20.385
-1.373 19.757
-1.326 19.150
-1.299 18.563
-1.290 17.997
-1.298 17.451
-1.321 16.925
-1.360 16.418
-1.413 15.931
-1.481 15.464
-1.564 15.017
-1.661 14.590
-1.775 14.184
-1.905 13.801
-2.053 13.442
-2.221 13.107
-2.409 12.801
-2.620 12.525
-2.857 12.283
-3.121 12.079
-3.415 11.919
-3.743 11.811
-4.107 11.761
-4.510 11.781
-4.957 11.883
-5.449 12.080
-5.990 12.391
-6.582 12.834
-7.227 13.431
-7.924 14.206
-8.672 15.183
-9.465 16.384
-10.295 17.829
-11.149 19.528
-12.009 21.478
-12.851 23.659
-13.646 26.026
-14.359 28.508
-14.954 31.010
-15.394 33.415
-15.646 35.598
-15.686 37.442
-15.500 38.856
-15.091 39.784
-14.473 40.218
-13.674 40.188
-12.732 39.761
-11.688 39.017
-10.585 38.045
-9.460 36.924
-8.348 35.724
-7.275 34.495
-6.261 33.274
-5.319 32.085
-4.458 30.942
-3.678 29.851
-2.981 28.814
-2.363 27.828
-1.819 26.891
-1.341 26.000
-0.925 25.150
-0.563 24.338
-0.247 23.561
0.029 22.816
0.271 22.101
0.484 21.415
0.675 20.756
0.848 20.122
1.008 19.513
1.158 18.928
1.302 18.368
1.444 17.830
1.586 17.317
1.731 16.828
1.882 16.363
2.041 15.924
2.211 15.512
2.395 15.128
2.594 14.774
2.812 14.452
3.050 14.167
3.311 13.923
3.599 13.723
3.916 13.575
4.265 13.485
4.648 13.463
5.069 13.519
5.530 13.666
6.034 13.917
6.582 14.289
7.175 14.799
7.813 15.467
8.493 16.311
9.211 17.349
9.960 18.595
10.729 20.057
11.502 21.732
12.261 23.603
12.981 25.638
13.635 27.782
14.193 29.961
14.625 32.086
14.903 34.058
15.004 35.780
14.916 37.171
14.634 38.174
14.168 38.764
13.535 38.951
12.764 38.770
11.886 38.280
10.936 37.547
9.948 36.638
8.953 35.615
7.978 34.527
7.042 33.414
6.160 32.303
5.344 31.214
4.598 30.158
3.924 29.140
3.323 28.163
2.790 27.226
2.323 26.328
1.915 25.467
1.562 24.640
1.257 23.845
0.995 23.080
0.771 22.343
0.579 21.632
0.416 20.946
0.276 20.283
0.155 19.642
0.051 19.022
-0.039 18.423
-0.119 17.844
-0.190 17.283
-0.256 16.741
-0.316 16.216
-0.374 15.709
-0.430 15.218
-0.486 14.744
-0.544 14.286
-0.603 13.843
-0.666 13.416
-0.733 13.004
-0.806 12.607
-0.886 12.225
-0.973 11.858
-1.070 11.507
-1.177 11.171
-1.296 10.852
-1.429 10.550
-1.577 10.266
-1.742 10.002
-1.927 9.760
-2.134 9.543
-2.366 9.353
-2.625 9.196
-2.916 9.076
-3.241 9.001
-3.605 8.979
-4.012 9.020
-4.466 9.137
-4.971 9.347
-5.533 9.669
-6.154 10.125
-6.839 10.743
-7.589 11.552
-8.405 12.585
-9.282 13.877
-10.215 15.458
-11.191 17.353
-12.191 19.573
-13.188 22.105
-14.147 24.909
-15.026 27.903
-15.777 30.969
-16.349 33.952
-16.697 36.680
-16.784 38.986
-16.590 40.736
-16.114 41.853
-15.375 42.324
-14.412 42.205
-13.274 41.592
-12.016 40.607
-10.693 39.375
-9.356 38.004
-8.045 36.580
-6.792 35.163
-5.620 33.795
-4.540 32.496
-3.560 31.276
-2.681 30.136
-1.898 29.073
-1.207 28.080
-0.600 27.152
-0.067 26.281
0.399 25.462
0.809 24.689
1.171 23.958
1.493 23.267
1.783 22.613
2.047 21.994
2.293 21.410
2.525 20.859
2.750 20.343
2.972 19.862
3.195 19.416
3.423 19.008
3.660 18.640
3.909 18.315
4.173 18.036
4.455 17.808
4.758 17.635
5.083 17.523
5.433 17.479
5.809 17.510
6.213 17.624
6.646 17.831
7.108 18.141
7.597 18.562
8.112 19.105
8.650 19.777
9.205 20.584
9.771 21.528
10.339 22.606
10.897 23.811
11.433 25.123
11.931 26.518
12.375 27.959
12.747 29.405
13.032 30.804
13.214 32.106
13.283 33.261
13.231 34.224
13.058 34.964
12.765 35.463
12.364 35.716
11.867 35.734
11.292 35.539
10.659 35.159
9.987 34.628
9.296 33.980
8.602 33.245
7.922 32.451
7.268 31.621
6.650 30.774
6.074 29.921
5.545 29.075
5.066 28.242
4.638 27.425
4.260 26.630
3.931 25.856
3.649 25.106
3.411 24.380
3.214 23.677
3.056 22.998
2.934 22.344
2.846 21.714
2.789 21.108
2.761 20.526
2.761 19.970
2.787 19.438
2.838 18.934
2.914 18.457
3.014 18.008
3.139 17.590
3.287 17.205
3.461 16.856
3.661 16.545
3.888 16.276
4.143 16.055
4.428 15.886
4.744 15.777
5.093 15.735
5.477 15.768
5.895 15.888
6.351 16.105
6.843 16.432
7.372 16.881
7.937 17.467
8.533 18.201
9.157 19.095
9.800 20.156
10.455 21.385
11.107 22.777
11.741 24.315
12.338 25.971
12.878 27.703
13.339 29.457
13.698 31.168
13.935 32.767
14.034 34.185
13.986 35.363
13.786 36.257
13.439 36.842
12.957 37.116
12.359 37.096
11.667 36.816
10.906 36.317
10.103 35.647
9.282 34.851
8.464 33.969
7.667 33.035
6.907 32.076
6.193 31.113
5.534 30.158
4.932 29.221
4.389 28.308
3.906 27.423
3.481 26.565
3.110 25.736
2.790 24.936
2.518 24.162
2.288 23.415
2.099 22.693
1.944 21.996
1.823 21.323
1.730 20.672
1.663 20.044
1.620 19.437
1.599 18.852
1.599 18.289
1.617 17.746
1.653 17.225
1.706 16.724
1.777 16.245
1.865 15.789
1.970 15.355
2.093 14.944
2.235 14.559
2.397 14.201
2.580 13.872
2.787 13.574
3.018 13.312
3.277 13.090
3.565 12.913
3.886 12.788
4.242 12.723
4.635 12.726
5.069 12.811
5.547 12.990
6.070 13.278
6.641 13.694
7.261 14.258
7.928 14.989
8.642 15.910
9.396 17.039
10.182 18.393
10.989 19.979
11.800 21.793
12.592 23.816
13.339 26.008
14.011 28.305
14.574 30.622
14.996 32.858
15.247 34.902
15.304 36.650
15.156 38.019
14.802 38.954
14.253 39.440
13.535 39.499
12.678 39.181
11.719 38.556
10.697 37.699
9.647 36.683
8.601 35.572
7.585 34.416
6.619 33.253
5.716 32.107
4.885 30.994
4.131 29.923
3.453 28.898
2.851 27.918
2.319 26.982
1.853 26.088
1.447 25.233
1.094 24.413
0.789 23.626
0.525 22.870
0.297 22.143
0.098 21.442
-0.075 20.767
-0.227 20.115
-0.363 19.487
-0.485 18.880
-0.598 18.295
-0.704 17.731
-0.805 17.187
-0.905 16.663
-1.005 16.158
-1.107 15.673
-1.214 15.207
-1.327 14.762
-1.448 14.336
-1.578 13.931
-1.721 13.548
-1.877 13.187
-2.048 12.850
-2.238 12.540
-2.448 12.258
-2.681 12.008
-2.940 11.795
-3.226 11.623
-3.545 11.498
-3.898 11.429
-4.290 11.425
-4.723 11.497
-5.202 11.660
-5.729 11.929
-6.308 12.324
-6.940 12.866
-7.626 13.580
-8.365 14.489
-9.154 15.619
-9.985 16.992
-10.848 18.624
-11.725 20.518
-12.596 22.662
-13.431 25.022
-14.198 27.534
-14.859 30.109
-15.375 32.632
-15.710 34.975
-15.835 37.011
-15.731 38.632
-15.393 39.765
-14.834 40.384
-14.077 40.508
-13.159 40.195
-12.120 39.527
-11.006 38.595
-9.858 37.487
-8.713 36.278
-7.600 35.029
-6.542 33.780
-5.555 32.561
-4.649 31.388
-3.826 30.268
-3.089 29.205
-2.433 28.197
-1.855 27.242
-1.347 26.334
-0.903 25.471
-0.516 24.647
-0.178 23.861
0.117 23.109
0.377 22.388
0.606 21.697
0.812 21.034
0.999 20.398
1.172 19.788
1.334 19.204
1.491 18.644
1.645 18.110
1.800 17.601
1.959 17.118
2.124 16.661
2.298 16.232
2.485 15.832
2.685 15.464
2.903 15.129
3.141 14.831
3.400 14.574
3.685 14.362
3.998 14.202
4.340 14.101
4.717 14.067
5.129 14.110
5.579 14.241
6.070 14.475
6.602 14.825
7.177 15.309
7.794 15.943
8.451 16.746
9.143 17.732
9.864 18.915
10.603 20.301
11.345 21.887
12.073 23.658
12.765 25.581
13.394 27.610
13.935 29.675
14.357 31.695
14.636 33.581
14.751 35.244
14.687 36.605
14.442 37.610
14.021 38.232
13.441 38.474
12.725 38.365
11.903 37.954
11.008 37.300
10.071 36.466
9.121 35.509
8.184 34.477
7.280 33.410
6.425 32.335
5.630 31.274
4.900 30.238
4.239 29.235
3.647 28.268
3.122 27.338
2.661 26.444
2.258 25.585
1.909 24.759
1.609 23.964
1.353 23.198
1.136 22.459
0.952 21.746
0.798 21.057
0.669 20.390
0.562 19.746
0.474 19.123
0.401 18.520
0.343 17.936
0.295 17.371
0.258 16.824
0.228 16.294
0.206 15.781
0.189 15.284
0.178 14.803
0.171 14.337
0.167 13.886
0.167 13.449
0.170 13.026
0.176 12.616
0.185 12.219
0.196 11.835
0.210 11.463
0.227 11.103
0.246 10.754
0.268 10.417
0.294 10.090
0.323 9.775
0.356 9.469
0.394 9.174
0.436 8.889
0.484 8.614
0.538 8.348
0.598 8.092
0.667 7.847
0.744 7.611
0.832 7.385
0.930 7.170
1.042 6.967
1.167 6.775
1.310 6.598
1.470 6.435
1.652 6.289
1.858 6.162
2.090 6.060
2.353 5.984
2.650 5.943
2.986 5.943
3.366 5.994
3.794 6.107
4.276 6.299
4.819 6.587
5.427 6.996
6.106 7.554
6.862 8.296
7.698 9.259
8.614 10.489
9.608 12.031
10.673 13.930
11.793 16.221
12.945 18.922
14.093 22.016
15.193 25.443
16.186 29.089
17.009 32.778
17.597 36.292
17.891 39.391
17.851 41.863
17.460 43.556
16.729 44.415
15.698 44.483
14.426 43.882
12.984 42.778
11.445 41.346
9.875 39.741
8.330 38.085
6.851 36.462
5.467 34.923
4.195 33.495
3.043 32.186
2.013 30.992
1.099 29.905
0.293 28.914
-0.414 28.009
-1.033 27.177
-1.576 26.412
-2.052 25.704
-2.474 25.050
-2.850 24.443
-3.189 23.882
-3.500 23.365
-3.789 22.890
-4.064 22.458
-4.330 22.069
-4.592 21.724
-4.854 21.425
-5.120 21.175
-5.394 20.976
-5.677 20.832
-5.973 20.746
-6.283 20.723
-6.607 20.767
-6.947 20.882
-7.302 21.073
-7.672 21.344
-8.054 21.698
-8.447 22.138
-8.846 22.663
-9.247 23.274
-9.645 23.965
-10.033 24.731
-10.404 25.558
-10.749 26.434
-11.059 27.340
-11.325 28.253
-11.539 29.149
-11.694 30.002
-11.781 30.787
-11.798 31.480
-11.741 32.060
-11.611 32.513
-11.412 32.829
-11.147 33.005
-10.825 33.044
-10.455 32.953
-10.047 32.745
-9.612 32.434
-9.160 32.036
-8.702 31.566
-8.247 31.041
-7.803 30.473
-7.378 29.876
-6.977 29.260
-6.604 28.633
-6.263 28.004
-5.955 27.377
-5.683 26.759
-5.446 26.152
-5.244 25.559
-5.078 24.984
-4.946 24.428
-4.848 23.894
-4.782 23.384
-4.747 22.899
-4.743 22.442
-4.769 22.014
-4.824 21.618
-4.907 21.257
-5.018 20.932
-5.156 20.647
-5.321 20.406
-5.514 20.213
-5.733 20.071
-5.978 19.985
-6.250 19.960
-6.547 20.003
-6.870 20.117
-7.216 20.310
-7.585 20.585
-7.973 20.949
-8.379 21.406
-8.797 21.956
-9.224 22.602
-9.652 23.341
-10.074 24.165
-10.483 25.066
-10.868 26.028
-11.220 27.032
-11.527 28.053
-11.779 29.065
-11.968 30.036
-12.084 30.937
-12.121 31.739
-12.077 32.417
-11.950 32.952
-11.742 33.331
-11.461 33.551
-11.113 33.613
-10.709 33.528
-10.262 33.309
-9.782 32.974
-9.283 32.541
-8.777 32.029
-8.273 31.456
-7.783 30.839
-7.312 30.191
-6.869 29.524
-6.457 28.848
-6.080 28.170
-5.739 27.497
-5.437 26.834
-5.174 26.183
-4.949 25.549
-4.761 24.933
-4.610 24.337
-4.495 23.763
-4.413 23.213
-4.363 22.687
-4.346 22.189
-4.359 21.719
-4.401 21.280
-4.472 20.873
-4.571 20.501
-4.698 20.167
-4.853 19.874
-5.035 19.625
-5.245 19.425
-5.483 19.278
-5.748 19.190
-6.041 19.166
-6.362 19.213
-6.710 19.336
-7.084 19.543
-7.483 19.840
-7.905 20.234
-8.347 20.730
-8.805 21.332
-9.273 22.042
-9.745 22.858
-10.213 23.774
-10.667 24.780
-11.096 25.859
-11.489 26.989
-11.834 28.142
-12.117 29.285
-12.328 30.382
-12.456 31.397
-12.494 32.295
-12.439 33.048
-12.289 33.632
-12.048 34.035
-11.723 34.253
-11.324 34.291
-10.863 34.162
-10.354 33.885
-9.812 33.481
-9.252 32.974
-8.687 32.387
-8.128 31.739
-7.587 31.050
-7.071 30.334
-6.587 29.604
-6.140 28.870
-5.733 28.138
-5.367 27.416
-5.043 26.706
-4.762 26.013
-4.521 25.338
-4.321 24.683
-4.158 24.050
-4.033 23.440
-3.942 22.854
-3.885 22.292
-3.859 21.757
-3.864 21.250
-3.898 20.772
-3.961 20.324
-4.052 19.909
-4.170 19.530
-4.316 19.188
-4.490 18.888
-4.691 18.632
-4.920 18.427
-5.178 18.275
-5.465 18.184
-5.781 18.160
-6.128 18.210
-6.504 18.341
-6.909 18.563
-7.343 18.882
-7.804 19.308
-8.289 19.849
-8.793 20.510
-9.312 21.294
-9.838 22.202
-10.362 23.230
-10.874 24.365
-11.360 25.591
-11.808 26.882
-12.202 28.205
-12.527 29.519
-12.769 30.782
-12.916 31.948
-12.958 32.975
-12.891 33.826
-12.714 34.476
-12.430 34.908
-12.050 35.122
-11.585 35.126
-11.051 34.938
-10.465 34.585
-9.844 34.094
-9.207 33.495
-8.567 32.813
-7.940 32.075
-7.336 31.299
-6.764 30.503
-6.231 29.700
-5.741 28.899
-5.297 28.107
-4.900 27.329
-4.549 26.569
-4.245 25.829
-3.985 25.110
-3.768 24.413
-3.590 23.739
-3.450 23.089
-3.346 22.464
-3.275 21.862
-3.236 21.286
-3.226 20.736
-3.245 20.212
-3.291 19.717
-3.364 19.250
-3.463 18.815
-3.589 18.412
-3.740 18.046
-3.918 17.717
-4.123 17.431
-4.356 17.192
-4.618 17.004
-4.910 16.873
-5.232 16.806
-5.587 16.812
-5.975 16.898
-6.397 17.074
-6.851 17.351
-7.339 17.740
-7.858 18.251
-8.406 18.896
-8.977 19.682
-9.566 20.616
-10.164 21.697
-10.761 22.922
-11.342 24.276
-11.893 25.737
-12.395 27.271
-12.831 28.833
-13.180 30.372
-13.426 31.830
-13.554 33.149
-13.553 34.278
-13.420 35.173
-13.156 35.808
-12.769 36.173
