x z
5.353 18.893
5.683 18.837
6.035 18.852
6.410 18.946
6.809 19.124
7.230 19.395
7.673 19.765
8.137 20.241
8.617 20.828
9.109 21.530
9.607 22.345
10.104 23.271
10.589 24.298
11.053 25.411
11.483 26.588
11.866 27.802
12.188 29.018
12.437 30.198
12.601 31.302
12.672 32.293
12.644 33.135
12.515 33.802
12.287 34.278
11.967 34.555
11.565 34.638
11.094 34.539
10.569 34.277
10.005 33.877
9.418 33.364
8.823 32.762
8.233 32.094
7.660 31.380
7.112 30.638
6.598 29.880
6.121 29.118
5.685 28.359
5.293 27.610
4.946 26.874
4.642 26.156
4.380 25.456
4.161 24.777
3.981 24.120
3.838 23.486
3.732 22.875
3.659 22.290
3.619 21.730
3.609 21.196
3.629 20.690
3.678 20.213
3.754 19.767
3.857 19.354
3.988 18.977
4.145 18.637
4.330 18.340
4.543 18.087
4.784 17.885
5.054 17.738
5.354 17.653
5.684 17.636
6.045 17.695
6.438 17.839
6.862 18.077
7.315 18.418
7.798 18.871
8.305 19.445
8.835 20.147
9.381 20.982
9.935 21.949
10.487 23.046
11.027 24.259
11.541 25.570
12.012 26.951
12.426 28.365
12.765 29.769
13.015 31.112
13.161 32.346
13.194 33.424
13.109 34.307
12.906 34.967
12.590 35.390
12.170 35.577
11.662 35.539
11.083 35.300
10.452 34.890
9.788 34.340
9.109 33.682
8.432 32.945
7.772 32.156
7.139 31.335
6.542 30.499
5.989 29.661
5.482 28.829
5.025 28.010
4.617 27.208
4.258 26.427
3.947 25.668
3.682 24.931
3.459 24.218
3.277 23.529
3.133 22.864
3.024 22.222
2.949 21.605
2.904 21.013
2.888 20.446
2.899 19.904
2.937 19.388
3.001 18.900
3.089 18.441
3.202 18.012
3.341 17.615
3.504 17.254
3.693 16.931
3.910 16.649
4.154 16.413
4.427 16.229
4.731 16.102
5.067 16.041
5.436 16.052
5.840 16.146
6.280 16.334
6.755 16.626
7.267 17.036
7.812 17.576
8.390 18.258
8.994 19.093
9.620 20.088
10.257 21.246
10.895 22.563
11.519 24.025
12.111 25.607
12.652 27.272
13.120 28.971
13.496 30.645
13.758 32.228
13.891 33.655
13.883 34.865
13.729 35.812
13.432 36.467
13.000 36.823
12.450 36.889
11.802 36.692
11.081 36.272
10.310 35.671
9.515 34.932
8.716 34.097
7.933 33.200
7.180 32.269
6.469 31.325
5.809 30.384
5.203 29.457
4.655 28.550
4.165 27.668
3.732 26.812
3.354 25.984
3.026 25.182
2.747 24.408
2.512 23.660
2.317 22.937
2.159 22.239
2.034 21.565
1.940 20.914
1.873 20.285
1.831 19.679
1.813 19.096
1.816 18.534
1.840 17.994
1.883 17.476
1.945 16.980
2.026 16.508
2.126 16.059
2.244 15.635
2.383 15.237
2.542 14.868
2.723 14.528
2.928 14.222
3.158 13.952
3.415 13.723
3.701 13.541
4.020 13.412
4.373 13.343
4.763 13.344
5.192 13.427
5.664 13.604
6.180 13.891
6.741 14.303
7.348 14.860
8.000 15.580
8.695 16.483
9.427 17.587
10.187 18.904
10.964 20.440
11.742 22.188
12.498 24.129
13.209 26.221
13.845 28.406
14.375 30.602
14.769 32.716
15.000 34.645
15.048 36.296
14.902 37.591
14.562 38.482
14.039 38.954
13.356 39.025
12.541 38.740
11.629 38.163
10.655 37.360
9.653 36.401
8.653 35.343
7.679 34.235
6.750 33.112
5.881 32.000
5.079 30.914
4.350 29.865
3.693 28.855
3.109 27.887
2.593 26.960
2.141 26.072
1.747 25.220
1.407 24.402
1.113 23.616
0.861 22.859
0.644 22.130
0.459 21.427
0.300 20.748
0.163 20.092
0.044 19.458
-0.059 18.845
-0.150 18.253
-0.232 17.680
-0.307 17.126
-0.376 16.590
-0.442 16.073
-0.507 15.572
-0.571 15.089
-0.637 14.622
-0.705 14.171
-0.777 13.736
-0.854 13.318
-0.937 12.915
-1.028 12.529
-1.127 12.158
-1.237 11.805
-1.359 11.468
-1.495 11.150
-1.645 10.851
-1.813 10.574
-2.000 10.319
-2.210 10.089
-2.444 9.889
-2.705 9.722
-2.998 9.594
-3.325 9.512
-3.689 9.483
-4.097 9.520
-4.550 9.634
-5.054 9.841
-5.613 10.161
-6.231 10.615
-6.910 11.230
-7.652 12.034
-8.456 13.059
-9.320 14.337
-10.235 15.896
-11.190 17.759
-12.166 19.933
-13.135 22.404
-14.065 25.131
-14.913 28.033
-15.635 30.995
-16.182 33.871
-16.511 36.497
-16.589 38.716
-16.395 40.402
-15.930 41.483
-15.214 41.948
-14.280 41.845
-13.177 41.267
-11.958 40.328
-10.675 39.143
-9.376 37.817
-8.102 36.433
-6.881 35.048
-5.736 33.704
-4.681 32.423
-3.722 31.214
-2.861 30.080
-2.093 29.018
-1.415 28.024
-0.819 27.090
-0.296 26.213
0.162 25.384
0.564 24.601
0.918 23.859
1.232 23.155
1.514 22.486
1.770 21.851
2.007 21.249
2.231 20.680
2.445 20.143
2.656 19.638
2.867 19.167
3.083 18.731
3.306 18.332
3.540 17.972
3.789 17.654
4.054 17.383
4.340 17.161
4.648 16.995
4.980 16.891
5.340 16.856
5.728 16.899
6.146 17.027
6.595 17.252
7.075 17.583
7.586 18.033
8.125 18.611
8.690 19.327
9.274 20.188
9.871 21.197
10.470 22.352
11.061 23.644
11.629 25.055
12.156 26.555
12.624 28.105
13.016 29.657
13.312 31.156
13.497 32.544
13.558 33.764
13.488 34.770
13.285 35.528
12.956 36.018
12.509 36.242
11.963 36.213
11.336 35.958
10.650 35.511
9.927 34.911
9.187 34.195
8.450 33.397
7.731 32.546
7.044 31.666
6.397 30.773
5.797 29.883
5.249 29.004
4.755 28.142
4.314 27.302
3.926 26.485
3.589 25.693
3.299 24.925
3.055 24.183
2.852 23.465
2.689 22.772
2.560 22.103
2.465 21.458
2.400 20.836
2.362 20.238
2.351 19.664
2.365 19.113
2.402 18.587
2.462 18.086
2.544 17.610
2.649 17.162
2.775 16.742
2.925 16.352
3.098 15.996
3.295 15.675
3.519 15.393
3.770 15.155
4.050 14.966
4.362 14.833
4.707 14.762
5.087 14.764
5.504 14.847
5.959 15.025
6.455 15.310
6.991 15.716
7.567 16.260
8.182 16.957
8.831 17.821
9.509 18.865
10.207 20.096
10.913 21.515
11.612 23.112
12.284 24.863
12.908 26.730
13.459 28.658
13.912 30.580
14.240 32.416
14.424 34.084
14.448 35.509
14.303 36.630
13.990 37.409
13.521 37.834
12.913 37.917
12.191 37.693
11.382 37.211
10.517 36.524
9.625 35.688
8.730 34.751
7.855 33.754
7.016 32.730
6.227 31.703
5.495 30.688
4.827 29.696
4.224 28.734
3.685 27.804
3.209 26.907
2.792 26.043
2.431 25.210
2.119 24.407
1.854 23.633
1.630 22.886
1.443 22.165
1.288 21.468
1.162 20.794
1.061 20.143
0.982 19.513
0.924 18.904
0.882 18.314
0.856 17.744
0.844 17.193
0.845 16.660
0.857 16.145
0.880 15.647
0.914 15.167
0.959 14.704
1.014 14.257
1.079 13.828
1.156 13.416
1.244 13.021
1.345 12.643
1.460 12.284
1.589 11.944
1.735 11.625
1.899 11.327
2.083 11.053
2.289 10.806
2.520 10.588
2.778 10.405
3.066 10.261
3.388 10.163
3.748 10.120
4.148 10.140
4.594 10.238
5.088 10.428
5.635 10.728
6.238 11.159
6.900 11.745
7.622 12.514
8.404 13.495
9.242 14.717
10.128 16.208
11.052 17.986
11.995 20.059
12.933 22.414
13.833 25.012
14.658 27.781
15.364 30.615
15.907 33.380
16.245 35.923
16.347 38.097
16.192 39.782
15.778 40.902
15.120 41.440
14.251 41.431
13.214 40.954
12.056 40.113
10.829 39.017
9.579 37.763
8.344 36.434
7.156 35.090
6.036 33.772
5.000 32.505
4.054 31.302
3.202 30.168
2.441 29.101
1.767 28.097
1.174 27.152
0.653 26.260
0.198 25.417
-0.201 24.616
-0.551 23.856
-0.860 23.132
-1.136 22.443
-1.384 21.785
-1.612 21.160
-1.824 20.564
-2.025 19.998
-2.221 19.463
-2.416 18.958
-2.613 18.484
-2.815 18.043
-3.026 17.636
-3.250 17.266
-3.489 16.936
-3.745 16.648
-4.023 16.408
-4.323 16.221
-4.649 16.091
-5.004 16.028
-5.388 16.039
-5.805 16.134
-6.256 16.322
-6.741 16.617
-7.260 17.031
-7.812 17.575
-8.396 18.263
-9.006 19.105
-9.636 20.108
-10.277 21.275
-10.918 22.601
-11.544 24.072
-12.138 25.663
-12.679 27.337
-13.147 29.043
-13.521 30.721
-13.780 32.306
-13.909 33.730
-13.895 34.935
-13.735 35.875
-13.431 36.520
-12.992 36.864
-12.435 36.917
-11.782 36.709
-11.055 36.278
-10.281 35.667
-9.482 34.920
-8.680 34.079
-7.895 33.176
-7.142 32.241
-6.431 31.295
-5.770 30.352
-5.166 29.423
-4.619 28.516
-4.130 27.633
-3.698 26.777
-3.320 25.949
-2.994 25.147
-2.716 24.373
-2.482 23.625
-2.288 22.903
-2.130 22.205
-2.006 21.531
-1.912 20.880
-1.845 20.251
-1.804 19.645
-1.785 19.061
-1.788 18.499
-1.811 17.959
-1.854 17.441
-1.915 16.945
-1.995 16.471
-2.093 16.022
-2.210 15.596
-2.346 15.197
-2.504 14.825
-2.682 14.484
-2.885 14.174
-3.112 13.901
-3.366 13.668
-3.649 13.481
-3.964 13.345
-4.314 13.270
-4.700 13.263
-5.125 13.336
-5.592 13.502
-6.104 13.775
-6.661 14.172
-7.264 14.712
-7.914 15.414
-8.606 16.297
-9.337 17.380
-10.098 18.677
-10.877 20.193
-11.660 21.926
-12.425 23.857
-13.146 25.947
-13.797 28.138
-14.345 30.353
-14.760 32.496
-15.013 34.467
-15.085 36.166
-14.961 37.515
-14.641 38.460
-14.136 38.982
-13.465 39.096
-12.659 38.846
-11.750 38.292
-10.776 37.506
-9.769 36.554
-8.762 35.498
-7.778 34.388
-6.839 33.260
-5.958 32.141
-5.144 31.048
-4.403 29.991
-3.736 28.975
-3.141 28.000
-2.615 27.068
-2.154 26.174
-1.752 25.317
-1.404 24.495
-1.104 23.706
-0.846 22.945
-0.624 22.213
-0.434 21.507
-0.270 20.825
-0.129 20.167
-0.006 19.531
0.101 18.917
0.196 18.323
0.282 17.748
0.361 17.193
0.434 16.656
0.505 16.138
0.574 15.637
0.644 15.153
0.715 14.686
0.790 14.236
0.868 13.802
0.953 13.384
1.045 12.984
1.145 12.600
1.255 12.233
1.376 11.884
1.511 11.553
1.660 11.243
1.827 10.953
2.012 10.687
2.219 10.446
2.450 10.234
2.708 10.056
2.996 9.916
3.318 9.822
3.677 9.780
4.077 9.803
4.522 9.901
5.017 10.090
5.565 10.388
6.170 10.817
6.835 11.402
7.562 12.170
8.350 13.151
9.196 14.377
10.094 15.876
11.031 17.669
11.990 19.765
12.947 22.155
13.868 24.799
14.716 27.627
15.445 30.529
16.009 33.368
16.365 35.986
16.480 38.230
16.331 39.972
15.916 41.132
15.251 41.690
14.367 41.684
13.309 41.196
12.128 40.333
10.875 39.209
9.599 37.927
8.339 36.571
7.127 35.204
5.986 33.867
4.930 32.585
3.968 31.372
3.100 30.230
2.327 29.158
1.642 28.153
1.039 27.208
0.511 26.318
0.048 25.478
-0.358 24.682
-0.714 23.927
-1.030 23.210
-1.312 22.528
-1.567 21.879
-1.801 21.263
-2.020 20.677
-2.230 20.123
-2.434 19.601
-2.638 19.110
-2.844 18.653
-3.057 18.230
-3.280 17.844
-3.516 17.498
-3.768 17.193
-4.038 16.936
-4.330 16.730
-4.646 16.580
-4.989 16.494
-5.359 16.480
-5.760 16.545
-6.193 16.701
-6.658 16.957
-7.156 17.325
-7.686 17.816
-8.245 18.443
-8.830 19.215
-9.435 20.139
-10.052 21.219
-10.671 22.450
-11.278 23.823
-11.858 25.315
-12.393 26.894
-12.862 28.516
-13.247 30.128
-13.528 31.669
-13.689 33.078
-13.718 34.296
-13.609 35.277
-13.362 35.989
-12.983 36.417
-12.487 36.566
-11.892 36.457
-11.219 36.122
-10.492 35.600
-9.733 34.932
-8.964 34.157
-8.204 33.310
-7.468 32.418
-6.769 31.505
-6.114 30.588
-5.511 29.678
-4.963 28.785
-4.470 27.912
-4.033 27.063
-3.650 26.240
-3.317 25.443
-3.033 24.671
-2.793 23.926
-2.595 23.205
-2.434 22.509
-2.308 21.837
-2.214 21.189
-2.149 20.563
-2.110 19.961
-2.096 19.382
-2.106 18.826
-2.138 18.292
-2.191 17.783
-2.264 17.297
-2.358 16.837
-2.473 16.403
-2.609 15.997
-2.768 15.620
-2.949 15.276
-3.154 14.966
-3.385 14.695
-3.644 14.468
-3.933 14.290
-4.254 14.167
-4.608 14.107
-4.999 14.120
-5.429 14.217
-5.899 14.410
-6.411 14.714
-6.967 15.145
-7.564 15.719
-8.203 16.454
-8.880 17.366
-9.587 18.470
-10.317 19.774
-11.057 21.280
-11.790 22.976
-12.496 24.839
-13.149 26.826
-13.725 28.878
-14.194 30.917
-14.529 32.857
-14.708 34.608
-14.714 36.087
-14.540 37.231
-14.187 38.000
-13.668 38.386
-13.004 38.409
-12.223 38.111
-11.356 37.548
-10.434 36.781
-9.490 35.869
-8.549 34.865
-7.633 33.811
-6.761 32.740
-5.944 31.675
-5.190 30.630
-4.505 29.616
-3.888 28.636
-3.338 27.693
-2.854 26.786
-2.430 25.915
-2.062 25.077
-1.745 24.270
-1.473 23.493
-1.242 22.744
-1.047 22.021
-0.882 21.323
-0.745 20.648
-0.631 19.996
-0.538 19.365
-0.461 18.754
-0.399 18.163
-0.349 17.591
-0.310 17.037
-0.280 16.501
-0.258 15.981
-0.242 15.478
-0.232 14.991
-0.227 14.520
-0.226 14.063
-0.230 13.621
-0.237 13.193
-0.248 12.778
-0.262 12.377
-0.279 11.988
-0.300 11.612
-0.325 11.248
-0.354 10.897
-0.386 10.556
-0.424 10.227
-0.466 9.909
-0.514 9.602
-0.568 9.306
-0.629 9.021
-0.698 8.747
-0.775 8.483
-0.862 8.231
-0.960 7.990
-1.071 7.762
-1.196 7.547
-1.337 7.345
-1.497 7.160
-1.676 6.992
-1.879 6.845
-2.108 6.721
-2.366 6.626
-2.658 6.564
-2.987 6.542
-3.358 6.571
-3.776 6.661
-4.246 6.827
-4.774 7.086
-5.364 7.461
-6.024 7.979
-6.756 8.670
-7.565 9.573
-8.452 10.728
-9.414 12.179
-10.444 13.968
-11.530 16.129
-12.650 18.682
-13.771 21.615
-14.852 24.880
-15.840 28.374
-16.674 31.944
-17.293 35.388
-17.640 38.481
-17.671 41.014
-17.365 42.830
-16.729 43.855
-15.793 44.107
-14.610 43.683
-13.246 42.734
-11.771 41.423
-10.250 39.903
-8.738 38.300
-7.280 36.703
-5.906 35.170
-4.637 33.733
-3.483 32.404
-2.445 31.186
-1.522 30.070
-0.707 29.049
0.010 28.112
0.638 27.248
1.189 26.450
1.672 25.710
2.099 25.021
2.478 24.381
2.820 23.786
3.131 23.232
3.420 22.721
3.693 22.251
3.956 21.822
4.214 21.435
4.472 21.093
4.733 20.798
5.002 20.552
5.282 20.358
5.574 20.221
5.881 20.145
6.204 20.134
6.545 20.193
6.903 20.329
7.280 20.546
7.673 20.848
8.081 21.241
8.502 21.727
8.930 22.308
9.362 22.983
9.791 23.748
10.210 24.594
10.610 25.509
10.981 26.478
11.314 27.478
11.598 28.485
11.824 29.469
11.982 30.401
12.066 31.252
12.070 31.994
11.992 32.606
11.834 33.071
11.598 33.380
11.292 33.532
10.925 33.533
10.507 33.393
10.050 33.127
9.567 32.754
9.069 32.292
8.569 31.759
8.075 31.172
7.597 30.547
7.142 29.896
6.715 29.230
6.321 28.558
5.963 27.887
5.641 27.223
5.358 26.569
5.112 25.929
4.905 25.306
4.734 24.702
4.599 24.119
4.499 23.559
4.432 23.023
4.397 22.512
4.393 22.030
4.419 21.576
4.475 21.154
4.558 20.766
4.670 20.414
4.810 20.101
4.977 19.831
5.171 19.608
5.393 19.435
5.643 19.318
5.920 19.262
6.225 19.273
6.557 19.357
6.916 19.521
7.300 19.772
7.707 20.115
8.136 20.557
8.582 21.102
9.041 21.753
9.507 22.510
9.973 23.368
10.430 24.321
10.867 25.354
11.275 26.448
11.640 27.578
11.950 28.714
12.194 29.823
12.362 30.868
12.444 31.815
12.435 32.632
12.333 33.293
12.139 33.781
11.859 34.088
11.500 34.214
11.074 34.169
10.593 33.967
10.073 33.630
9.527 33.179
8.970 32.637
8.413 32.025
7.868 31.363
7.345 30.666
6.849 29.949
6.388 29.222
5.965 28.495
5.582 27.773
5.240 27.062
4.941 26.365
4.682 25.686
4.464 25.025
4.285 24.386
4.143 23.768
4.036 23.174
3.964 22.605
3.924 22.061
3.916 21.544
3.937 21.055
3.987 20.597
4.065 20.171
4.172 19.779
4.305 19.424
4.467 19.109
4.656 18.837
4.873 18.614
5.118 18.443
5.392 18.330
5.695 18.281
6.028 18.303
6.390 18.403
6.782 18.590
7.202 18.871
7.649 19.255
8.121 19.749
8.614 20.360
9.122 21.091
9.640 21.945
10.160 22.919
10.671 24.002
11.161 25.182
11.618 26.434
12.026 27.729
12.372 29.031
12.641 30.297
12.821 31.484
12.900 32.549
12.874 33.454
12.738 34.169
12.497 34.675
12.156 34.966
11.728 35.047
11.225 34.932
10.665 34.645
10.064 34.210
9.440 33.657
8.809 33.014
8.184 32.304
7.578 31.550
7.000 30.769
6.459 29.976
5.958 29.181
5.502 28.392
5.092 27.615
4.728 26.854
4.410 26.111
4.137 25.390
3.906 24.689
3.716 24.012
3.565 23.358
3.450 22.728
3.369 22.122
3.320 21.541
3.302 20.986
3.313 20.458
3.352 19.957
3.418 19.486
3.510 19.045
3.629 18.637
3.774 18.265
3.945 17.931
4.144 17.638
4.371 17.391
4.626 17.196
4.911 17.056
5.226 16.980
5.574 16.974
5.954 17.047
6.366 17.209
6.812 17.469
7.290 17.838
7.799 18.327
8.337 18.945
8.898 19.702
9.477 20.602
10.066 21.648
10.654 22.835
11.229 24.150
11.776 25.572
12.277 27.070
12.714 28.601
13.070 30.117
13.326 31.562
13.469 32.878
13.487 34.015
13.376 34.930
13.135 35.594
12.773 35.995
12.301 36.137
11.736 36.039
11.098 35.728
10.409 35.240
9.690 34.612
8.960 33.879
8.237 33.074
7.537 32.223
6.870 31.348
6.245 30.465
5.668 29.586
5.143 28.720
4.671 27.871
4.251 27.044
3.883 26.240
3.565 25.461
3.293 24.706
3.065 23.976
2.878 23.270
2.729 22.588
2.614 21.931
2.531 21.297
2.478 20.688
2.453 20.102
2.453 19.540
2.479 19.002
2.528 18.490
2.600 18.003
2.694 17.543
2.812 17.112
2.952 16.711
3.116 16.342
3.305 16.009
3.519 15.714
3.761 15.462
4.031 15.258
4.332 15.108
4.665 15.019
5.033 14.999
5.436 15.058
5.878 15.208
6.358 15.460
6.878 15.829
7.437 16.330
8.034 16.977
8.666 17.785
9.327 18.766
10.009 19.929
10.702 21.275
11.391 22.797
12.059 24.475
12.685 26.276
13.245 28.151
13.715 30.036
14.070 31.858
14.288 33.538
14.354 35.000
14.257 36.182
13.996 37.040
13.578 37.555
13.019 37.733
12.342 37.600
11.572 37.201
10.739 36.586
9.871 35.807
8.992 34.915
8.127 33.952
7.292 32.951
6.502 31.939
5.766 30.933
5.091 29.946
4.478 28.984
3.930 28.053
3.444 27.153
3.017 26.286
2.645 25.449
2.325 24.642
2.052 23.864
1.822 23.112
1.629 22.387
1.471 21.686
1.342 21.008
1.240 20.353
1.162 19.720
1.105 19.108
1.067 18.516
1.046 17.944
1.040 17.391
1.049 16.857
1.071 16.342
1.105 15.845
1.152 15.366
1.211 14.905
1.283 14.463
1.368 14.039
1.466 13.635
1.578 13.249
1.706 12.885
1.851 12.541
2.013 12.221
2.196 11.927
2.402 11.660
2.631 11.424
2.888 11.224
3.174 11.065
3.494 10.952
3.849 10.895
4.245 10.903
4.683 10.988
5.169 11.164
5.706 11.448
6.295 11.861
6.941 12.426
7.643 13.166
8.400 14.110
9.210 15.284
10.065 16.711
10.953 18.408
11.857 20.381
12.754 22.616
13.615 25.076
14.403 27.695
15.079 30.374
15.602 32.992
15.934 35.411
16.044 37.495
15.914 39.132
15.541 40.249
14.938 40.825
14.131 40.885
13.161 40.498
12.072 39.753
10.911 38.749
9.721 37.578
8.539 36.318
7.396 35.028
6.314 33.750
5.309 32.511
4.388 31.325
3.555 30.200
2.810 29.135
2.148 28.129
1.565 27.177
1.054 26.276
0.606 25.420
0.216 24.606
-0.126 23.829
-0.426 23.088
-0.691 22.379
-0.928 21.701
-1.142 21.052
-1.339 20.432
-1.524 19.838
-1.700 19.272
-1.873 18.734
-2.045 18.222
-2.220 17.739
-2.401 17.284
-2.591 16.860
-2.793 16.469
-3.010 16.111
-3.245 15.792
-3.499 15.513
-3.777 15.280
-4.080 15.098
-4.411 14.974
-4.773 14.915
-5.168 14.930
-5.598 15.030
-6.065 15.227
-6.571 15.534
-7.116 15.965
-7.700 16.536
-8.320 17.262
-8.972 18.157
-9.651 19.231
-10.346 20.491
-11.045 21.934
-11.733 23.547
-12.390 25.305
-12.993 27.166
-13.518 29.073
-13.939 30.956
-14.234 32.737
-14.382 34.336
-14.370 35.682
-14.191 36.720
-13.849 37.416
-13.355 37.766
-12.730 37.785
-11.997 37.510
-11.185 36.991
-10.323 36.280
-9.439 35.432
-8.557 34.491
-7.697 33.497
-6.877 32.481
-6.107 31.464
-5.395 30.460
-4.746 29.481
-4.162 28.530
-3.641 27.611
-3.181 26.724
-2.779 25.870
-2.431 25.046
-2.133 24.251
-1.879 23.485
-1.666 22.745
-1.489 22.031
-1.343 21.340
-1.226 20.673
-1.134 20.027
-1.063 19.403
-1.013 18.800
-0.979 18.216
-0.962 17.652
-0.959 17.106
-0.969 16.580
-0.991 16.071
-1.026 15.580
-1.072 15.107
-1.129 14.652
-1.198 14.214
-1.280 13.795
-1.374 13.393
-1.482 13.011
-1.604 12.648
-1.743 12.305
-1.899 11.985
-2.074 11.688
-2.270 11.418
-2.490 11.177
-2.736 10.969
-3.011 10.799
-3.318 10.672
-3.660 10.598
-4.041 10.583
-4.465 10.641
-4.935 10.784
-5.455 11.029
-6.028 11.395
-6.657 11.904
-7.344 12.581
-8.088 13.454
-8.889 14.550
-9.739 15.896
-10.629 17.514
-11.544 19.414
-12.464 21.592
-13.359 24.021
-14.196 26.645
-14.935 29.375
-15.534 32.094
-15.951 34.663
-16.152 36.938
-16.112 38.792
-15.822 40.131
-15.288 40.914
-14.535 41.152
-13.599 40.901
-12.525 40.250
-11.360 39.300
-10.151 38.150
-8.939 36.887
-7.758 35.579
-6.633 34.273
-5.582 33.003
-4.616 31.786
-3.739 30.630
-2.952 29.539
-2.252 28.509
-1.634 27.538
-1.091 26.620
-0.615 25.750
-0.200 24.925
0.164 24.139
0.483 23.391
0.766 22.676
1.018 21.994
1.245 21.342
1.455 20.719
1.650 20.125
1.837 19.559
2.019 19.022
2.201 18.513
2.385 18.034
2.575 17.585
2.775 17.168
2.987 16.785
3.213 16.440
3.458 16.134
3.723 15.871
4.011 15.658
4.326 15.499
4.668 15.401
5.041 15.373
5.448 15.423
5.889 15.563
6.366 15.804
6.881 16.160
7.432 16.645
8.019 17.272
8.638 18.055
9.285 19.006
9.952 20.132
10.628 21.434
11.299 22.904
11.949 24.524
12.558 26.261
13.104 28.070
13.563 29.890
13.911 31.652
14.129 33.281
14.201 34.706
14.116 35.866
13.873 36.719
13.479 37.244
12.948 37.446
12.302 37.348
11.563 36.988
10.761 36.414
9.922 35.677
9.071 34.823
8.229 33.894
7.415 32.922
6.642 31.934
5.920 30.948
5.257 29.977
4.654 29.029
4.113 28.108
3.632 27.216
3.210 26.355
2.843 25.523
2.527 24.721
2.257 23.947
2.031 23.199
1.842 22.476
1.689 21.779
1.566 21.104
1.470 20.453
1.400 19.823
1.352 19.214
1.324 18.626
1.314 18.059
1.322 17.512
1.345 16.984
1.384 16.477
1.438 15.989
1.506 15.521
1.590 15.073
1.688 14.646
1.803 14.240
1.935 13.857
2.084 13.498
2.254 13.165
2.444 12.859
2.658 12.585
2.897 12.345
3.163 12.144
3.461 11.988
3.792 11.884
4.159 11.840
4.566 11.866
5.016 11.976
5.512 12.183
6.057 12.505
6.653 12.961
7.302 13.574
8.002 14.365
8.752 15.360
9.546 16.581
10.376 18.045
11.228 19.761
12.083 21.726
12.917 23.916
13.701 26.284
14.400 28.758
14.978 31.240
15.397 33.613
15.628 35.754
15.646 37.549
15.439 38.909
15.011 39.786
14.378 40.172
13.570 40.105
12.622 39.649
11.577 38.886
10.476 37.904
9.357 36.781
8.253 35.582
7.190 34.358
6.187 33.144
5.257 31.963
4.406 30.828
3.638 29.744
2.951 28.712
2.342 27.732
1.806 26.800
1.337 25.913
0.927 25.066
0.571 24.257
0.261 23.483
-0.010 22.740
-0.247 22.027
-0.457 21.343
-0.644 20.684
-0.814 20.051
-0.970 19.443
-1.117 18.859
-1.258 18.298
-1.397 17.761
-1.536 17.247
-1.677 16.757
-1.825 16.290
-1.981 15.849
-2.147 15.434
-2.326 15.047
-2.521 14.689
-2.734 14.363
-2.967 14.072
-3.223 13.820
-3.505 13.611
-3.815 13.453
-4.157 13.351
-4.533 13.314
-4.946 13.353
-5.400 13.479
-5.896 13.707
-6.436 14.053
-7.022 14.533
-7.654 15.168
-8.329 15.976
-9.045 16.976
-9.793 18.184
-10.566 19.610
-11.347 21.254
-12.119 23.103
-12.858 25.129
-13.538 27.280
-14.127 29.486
-14.596 31.660
-14.914 33.701
-15.059 35.510
-15.012 36.998
-14.770 38.101
-14.338 38.788
-13.731 39.059
-12.978 38.947
-12.109 38.509
-11.160 37.810
-10.166 36.920
-9.159 35.903
-8.167 34.813
-7.212 33.692
-6.309 32.570
-5.471 31.468
-4.703 30.398
-4.008 29.367
-3.387 28.377
-2.836 27.429
-2.351 26.521
-1.928 25.650
-1.560 24.815
-1.243 24.013
-0.969 23.242
-0.735 22.499
-0.534 21.782
-0.361 21.091
-0.213 20.424
-0.085 19.779
0.027 19.156
0.125 18.553
0.212 17.971
0.291 17.407
0.364 16.863
0.434 16.336
0.500 15.828
0.566 15.336
0.633 14.861
0.702 14.403
0.775 13.961
0.852 13.535
0.935 13.126
1.025 12.732
1.124 12.356
1.233 11.996
1.354 11.653
1.488 11.328
1.636 11.023
1.802 10.739
1.987 10.478
2.193 10.242
2.423 10.034
2.681 9.860
2.969 9.724
3.291 9.632
3.650 9.594
4.050 9.618
4.496 9.719
4.992 9.910
5.542 10.211
6.149 10.642
6.817 11.230
7.548 12.002
8.340 12.990
9.192 14.224
10.097 15.734
11.042 17.542
12.011 19.659
12.977 22.074
13.909 24.749
14.766 27.611
15.504 30.551
16.076 33.428
16.437 36.080
16.552 38.351
16.400 40.111
15.978 41.278
15.302 41.833
14.405 41.815
13.333 41.310
12.136 40.428
10.869 39.284
9.578 37.984
8.305 36.612
7.082 35.232
5.931 33.886
4.867 32.598
3.898 31.380
3.025 30.237
2.247 29.165
1.558 28.160
0.952 27.217
0.421 26.330
-0.045 25.493
-0.453 24.701
-0.812 23.950
-1.130 23.238
-1.414 22.561
-1.672 21.918
-1.910 21.308
-2.133 20.729
-2.346 20.183
-2.555 19.668
-2.763 19.187
-2.974 18.740
-3.193 18.328
-3.422 17.955
-3.665 17.622
-3.924 17.334
-4.202 17.094
-4.502 16.908
-4.826 16.781
-5.177 16.721
-5.556 16.735
-5.965 16.832
-6.406 17.022
-6.878 17.315
-7.381 17.724
-7.915 18.258
-8.476 18.929
-9.059 19.745
-9.659 20.711
-10.266 21.826
-10.869 23.086
-11.455 24.475
-12.006 25.968
-12.506 27.529
-12.934 29.111
-13.272 30.661
-13.503 32.118
-13.612 33.426
-13.589 34.531
-13.432 35.392
-13.142 35.987
-12.729 36.307
-12.209 36.362
-11.598 36.177
-10.921 35.785
-10.197 35.224
-9.451 34.534
-8.701 33.749
-7.964 32.902
-7.255 32.019
-6.585 31.119
-5.961 30.218
-5.388 29.327
-4.870 28.452
-4.405 27.597
